inventory_index,title,description,image_uri,zora_url,contract,token_id,chain,tx_hash,created_at,source_repository,source_ref,source_path
113,Task Accomplished Goblin,"A close-up witness from the Goblin Court archive.

No judges.
No proclamations.
No fake green.

Just a friendly goblin recording that the work was completed and the receipt exists.

Task accomplished.
Receipt recorded.



👺📜 CID recorded:
bafkreibqiygakkptmt6q7tmj7vgel23amg537fjlznv4zihbdoa5z37uwu",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWI1YXFpMnBqemNkang2ZHc0cGhlY2ZtcDJldTNxNGE1cHloM3huYW11eG15YWJrYW5tbmE=,https://zora.co/coin/base:0x756c21b8f65ad92c42f1475f7ef1e8519c40c518,0x756c21b8f65ad92c42f1475f7ef1e8519c40c518,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NzU2YzIxYjhmNjVhZDkyYzQyZjE0NzVmN2VmMWU4NTE5YzQwYzUxOA==,base,,2026-06-11T22:01:09+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
114,The Goblin of Public Proof,"Deep beneath the noise of certainty, a goblin keeps the ledger.

He does not grant authority.
He does not certify truth.
He does not hand out green checkmarks.

He records receipts.

Surrounded by forgotten notes, witness logs, and proof surfaces, the Goblin of Public Proof watches claims pass by and asks a single question:

“Can it be replayed?”

This piece commemorates the completion of a Git-backed specification archive built around verification, transparency, and evidence. It marks a moment where a system stopped short of pretending—where design remained design, specification remained specification, and proof was left to future execution.

A witness portrait from the Public Proof archive.

👺📜⚙️

No fake green.",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRhdXpiZHlyc2hldTM1NnFwdGx5aW1ncjZibHdsNGlsdHY0MmZqM3dkeHhkc3VjdWh1dW0=,https://zora.co/coin/base:0xbda122186dc89ae0ba614cede03e3b30f2f5d605,0xbda122186dc89ae0ba614cede03e3b30f2f5d605,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YmRhMTIyMTg2ZGM4OWFlMGJhNjE0Y2VkZTAzZTNiMzBmMmY1ZDYwNQ==,base,,2026-06-11T21:42:49+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
115,A Father's Wisdom — GREEN,"First CRP seed to complete full replay verification.

Seed Hash:
161ba202b1f92b2411982e8cec86e0ec5b16074c279d0a0bf86bc31b4eb6b3e7

CID:
bafkreiab2ne7u57levww3lu555hex26zliu5bawrqgjmwepo7xdtq5vsmi

GREEN by replay.
Authority: false.",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhwbmxyNGppeHdvZHJxcHBpZGNpeWVpNGtxeGppajd3cWM3MnRwbXN2dHY2ZXRxeXAzbG0=,https://zora.co/coin/base:0x4e25328cf4b700bfd61953079bb950c4e25e2f1e,0x4e25328cf4b700bfd61953079bb950c4e25e2f1e,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NGUyNTMyOGNmNGI3MDBiZmQ2MTk1MzA3OWJiOTUwYzRlMjVlMmYxZQ==,base,,2026-06-11T19:54:59+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
116,Runtime Truth Goblin — Final Gate,"👺⚖️ Runtime Truth Goblin — Final Gate

No fake green.
No ghost promotion.
No mint without evidence.

The final witness of the verification membrane.

Receipts over opinions.
Runtime truth only.

🧾 #GoblinCourt #Zor",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRmZmVzb25rc2UyMmF6N2diMmkyczNrZGk3c3Rzb3ZkcWplcWJoa2l6b3ljems1MmFwc3E=,https://zora.co/coin/base:0xd3469e0aa776dbda6d481d810c59a320512c12de,0xd3469e0aa776dbda6d481d810c59a320512c12de,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZDM0NjllMGFhNzc2ZGJkYTZkNDgxZDgxMGM1OWEzMjA1MTJjMTJkZQ==,base,,2026-06-11T18:19:27+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
117,Dark Forest Mode: L4 Archive Surface Sealed,"L4 archive surface sealed for the JOY evidence chain.
Proof-bound off-chain candidate anchored to public GitHub commit 59255df and archive SHA-256:

5dac64d8df49aa298fcfa6f628687002ba53df5ee983b8d50e8cf05aef5232ed

No fake green. Membrane intact. Authority false. On-chain footprint not claimed. 🌲🧾⚙️

External Link

https://github.com/jsonwisdom/JOY/commit/59255df

Image / Cover Art

Use this generated cover art file:

Download Dark Forest cover art￼

Short Zora Caption

DARK FOREST MODE
L4 Archive Surface Sealed.
No Fake Green • Membrane Intact • Commit 59255df",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZkNjQzZnFoNHJudWRvZXJxMmh4bGV0M2h0MjN5eWdoeWhhNmlraHF3c2ZweXhpdnYzNXk=,https://zora.co/coin/base:0xf836881433835e9e940715964b0d1fef2100d9af,0xf836881433835e9e940715964b0d1fef2100d9af,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZjgzNjg4MTQzMzgzNWU5ZTk0MDcxNTk2NGIwZDFmZWYyMTAwZDlhZg==,base,,2026-06-11T03:27:07+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
118,Goblin: The Frost Archivist,"A lone goblin archivist emerges from the frozen depths of the ALMS Archive, guarding the sealed records of Case #0012. Surrounded by ice, forgotten receipts, and fractured memories, he preserves what remains replayable while hunting the truths hidden beneath erasure, drift, and time itself. ❄️🧾📋

Tagline

“Some records were lost. Some were hidden. Some were waiting to be found.” 🧊👁️‍🗨️",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWR4c200Y3Q3d29xNGppemJqNmEydGR0enVqYnZiNnU0bGY0cmpmM29uZW9wY294eGxveXk=,https://zora.co/coin/base:0xdce7e8ab9b3c76f0b1d3056b27f170758c297f21,0xdce7e8ab9b3c76f0b1d3056b27f170758c297f21,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZGNlN2U4YWI5YjNjNzZmMGIxZDMwNTZiMjdmMTcwNzU4YzI5N2YyMQ==,base,,2026-06-08T04:44:05+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
119,Inspector General Goblin,"👺

The Table Speaks First

Card Type: Legendary Creature — Goblin Auditor
Faction: AUDIT 🟥
Tagline: “Margin call. Pay up or get the boot.”

Art Description

A hyper-detailed close-up portrait of the Inspector General Goblin leaning across a cluttered audit desk, pointing directly at the viewer. His weathered green face fills the frame, every wrinkle earned through decades of reviewing claims, receipts, and excuses. Small round spectacles rest low on his nose as sharp amber eyes stare with absolute certainty.

He wears a worn leather auditor’s coat with a tarnished brass badge reading AUDIT GOBLIN. Around him are towering stacks of receipts, ledgers, and stamped documents illuminated by a warm desk lamp. The atmosphere feels like an ancient records office where every promise has been archived.

In front of him sits a stone plaque engraved:

THE TABLE SPEAKS FIRST.
I JUST WRITE IT DOWN.

The Goblin is not angry. He is not impressed. He is simply recording what happened.

Visual Themes

* Evidence over narrative
* Bureaucratic inevitability
* Audit as consequence
* Receipts as memory
* Verification over charisma

Color Palette

* Goblin earth greens
* Warm amber lamp light
* Deep archive shadows
* Brass and parchment tones
* Subtle Audit Red accents

Flavor Text

“I don’t decide what’s true. I just arrive after the excuses run out.” 🧾⚙️👺",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQyc2Z1MnphZWpxMmhxZnRkamQ2bHpuNm14emJkcjdjNXRnZTN1NmpnZmV2ZWtubHUzemE=,https://zora.co/coin/base:0x6d131e0d0750c5b418364d4949a6ee44c4a55ab8,0x6d131e0d0750c5b418364d4949a6ee44c4a55ab8,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NmQxMzFlMGQwNzUwYzViNDE4MzY0ZDQ5NDlhNmVlNDRjNGE1NWFiOA==,base,,2026-06-08T04:05:25+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
120,The Lanes,"🧾

A replay-native record of how a system becomes proven.

Not a story about success—a chain of receipts showing every failure, repair, and verification required to reach it.

Structure ≠ Execution.
Execution ≠ Success.
Success ≠ Authority.

No shortcuts. No assumptions. No inference.

Only receipts.

Terminal Receipt: WORKFLOW_VERIFIED
Repository: jsonwisdom/AL
Authority: false
Proof: observed, replayable, auditable. ⚙️🧾",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJ2ZTduYml2emh4MzdtdjJ3a2huYWN3NXM0MjJoaXdidWhoZnppYzNoNGpqeGs0Z3o1bzQ=,https://zora.co/coin/base:0x399be997fa6192597b56797f0bcaa6b2c81ffe50,0x399be997fa6192597b56797f0bcaa6b2c81ffe50,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4Mzk5YmU5OTdmYTYxOTI1OTdiNTY3OTdmMGJjYWE2YjJjODFmZmU1MA==,base,,2026-06-08T00:30:29+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
121,GRID WITNESS,"Grid Witness — a dark Goblin Courts cover showing a receipt-chain tribunal where the grid memo is preserved, hash-replayed, and witnessed without claiming authority. No hype, no crown — just verifiable integrity. 🧌🧾⚡",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQydHZyYW9kbWJobmh2cGttMjQ0ZWRjdG9scG5veWNhc3l3Y2RqNWQydTJ0NmR0cnFtenU=,https://zora.co/coin/base:0xe58efd30be21bb93d7bc353ed958368faa237382,0xe58efd30be21bb93d7bc353ed958368faa237382,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZTU4ZWZkMzBiZTIxYmI5M2Q3YmMzNTNlZDk1ODM2OGZhYTIzNzM4Mg==,base,,2026-06-06T22:38:47+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
122,BADGER EPOCH 007,"MOVE THE CHAINS.

Seven straight first downs.
Drive alive.

Repo → replay → public pointer.
ERC-20 ContentCoin on Base.
authority=false.

No flags. All gas. Touchdown.

Replayable Receipts or No Movement. 🔁🦡🏈",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZuNmd3eXdmNmtwNWZ4eHd4YWt4Y2tiM29pNjQyNTVuanFsMnptZmlwaGVzNnB5cmZ3dnU=,https://zora.co/coin/base:0x0beb1d6b4bb8ecdde7f0bd5de2ec1721a2cd46b8,0x0beb1d6b4bb8ecdde7f0bd5de2ec1721a2cd46b8,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MGJlYjFkNmI0YmI4ZWNkZGU3ZjBiZDVkZTJlYzE3MjFhMmNkNDZiOA==,base,,2026-06-06T18:40:53+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
123,Move the Chains,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVkM2xxb3czbGxwNjU1d2pvYmxmMm9zMzY1c3RzaTVoanVmdnVlNXp4eG1sNDcyNHpmb3k=,https://zora.co/coin/base:0x06e1a196ff24d16a79a8acb6f57e3b4c850f39e0,0x06e1a196ff24d16a79a8acb6f57e3b4c850f39e0,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MDZlMWExOTZmZjI0ZDE2YTc5YThhY2I2ZjU3ZTNiNGM4NTBmMzllMA==,base,,2026-06-06T18:29:05+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
124,TWO DOWN,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWY1a2psbWZjcDI1bmQ3eGZkNWY2Y281ZHN6ZXY2MmJtZ2R4Z3l3a3N3eW82b2RkamVmcWE=,https://zora.co/coin/base:0xbbb1b305e5824caf3142bde25b67c1cbfd614e76,0xbbb1b305e5824caf3142bde25b67c1cbfd614e76,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YmJiMWIzMDVlNTgyNGNhZjMxNDJiZGUyNWI2N2MxY2JmZDYxNGU3Ng==,base,,2026-06-06T18:14:57+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
125,REPLAY LOOP,Replayable receipts powering a creator flywheel. 🧾🔁⚡,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWUyYXRvZ3R6N2c3ZmxweGViN3F1aXRocGRxcGdwNmd2b3lnbnViZGQ1aWl1N2dxdGZwbHU=,https://zora.co/coin/base:0xcc4c7551e25d8ce9a8602df050a3601059633e3f,0xcc4c7551e25d8ce9a8602df050a3601059633e3f,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4Y2M0Yzc1NTFlMjVkOGNlOWE4NjAyZGYwNTBhMzYwMTA1OTYzM2UzZg==,base,,2026-06-05T21:34:39+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
126,Badger Camp HQ: Receipts or No Movement,"The Badger guards the gate.
No shortcuts. No crowns. No trust required.
Receipts verify. Replay proves.
— JayWisdom.base 🦡",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWdlNWJvcG1lNGIzM2pucGhiNmFqM2J2ZDV3M3RsYTRzem11cXZsbHg2eWt6and4NGNxMnE=,https://zora.co/coin/base:0xd36a407ad8f51beac7d2fb61bfab6f2d22403cdb,0xd36a407ad8f51beac7d2fb61bfab6f2d22403cdb,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZDM2YTQwN2FkOGY1MWJlYWM3ZDJmYjYxYmZhYjZmMmQyMjQwM2NkYg==,base,,2026-06-05T20:13:15+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
127,The Magnolia Coven,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWE2NGFmM3lraTd4NnVxemM2Z28zZXBlYWpiMnZ3em5iYmczM3JzdHVkamo3amNrb2RwaG0=,https://zora.co/coin/base:0xee271e7472a1b61c4bdeb02fc6ee9eaf8eaed79f,0xee271e7472a1b61c4bdeb02fc6ee9eaf8eaed79f,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZWUyNzFlNzQ3MmExYjYxYzRiZGViMDJmYzZlZTllYWY4ZWFlZDc5Zg==,base,,2026-06-05T00:32:41+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
128,MERGED219,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFvdWFrNndkbnBtc2VteG1zM2EyN2JwZ3JrZXRxbm5idnhrMjd6cGxwcDVrd2V4c2huaWE=,https://zora.co/coin/base:0x7443b1cc32c6a72f52ecd91df4ac2adeb058a66a,0x7443b1cc32c6a72f52ecd91df4ac2adeb058a66a,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NzQ0M2IxY2MzMmM2YTcyZjUyZWNkOTFkZjRhYzJhZGViMDU4YTY2YQ==,base,,2026-06-03T13:09:23+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
129,IRON BOWL WIVES,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFsZ21sYmp1aWg3ZWNjem91YnI3YXRiM2xobzJieWJ1aXVleHN4cjNicHFtd2lxNGN1MjQ=,https://zora.co/coin/base:0xbec4685926ff25e14f6789964de9128812e98b4d,0xbec4685926ff25e14f6789964de9128812e98b4d,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YmVjNDY4NTkyNmZmMjVlMTRmNjc4OTk2NGRlOTEyODgxMmU5OGI0ZA==,base,,2026-06-02T20:13:37+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
130,GREGORI GOBLIN,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZ0emthMmU0bmJ5dzJhYXNxdHNid2VudHMyY3N4ZmcyZ3lmdmw2Y3lwNzNweHJucjZqYnU=,https://zora.co/coin/base:0x706c16a87f47c5ee84b07646bc9613c706d26f84,0x706c16a87f47c5ee84b07646bc9613c706d26f84,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NzA2YzE2YTg3ZjQ3YzVlZTg0YjA3NjQ2YmM5NjEzYzcwNmQyNmY4NA==,base,,2026-06-02T05:48:15+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
131,PR #165 MERGED: The Replay Spine Lives,"Three repos. One replay spine.

PR #165 merged.
Runtime active.
All quests complete.

AL → COMPUTERWISDOM → JOY → ENS → EAS → ALMS

The blocker fell.
The receipt anchored.
The machine came online.

Authority: false
Membrane: HOLDS
Receipts decide promotion.

Receipt: 48647bd27fba6d6ef4d9dfe349ac54d86e4a6380

#GitHub #OpenSource #ENS #EAS #ALMS #ComputerWisdom #ReplaySpine #BuildInPublic #BaseChain #ReceiptsNotNarratives",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFxdGd6bHoyand2NjRzaHh5dWV0eGFsdHFzamYzaG9oYjR4NXliNWQ1bHRqemVuam5mb3E=,https://zora.co/coin/base:0x17c7f908a0cbd2d415c44fb4098f229878e3ea7c,0x17c7f908a0cbd2d415c44fb4098f229878e3ea7c,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MTdjN2Y5MDhhMGNiZDJkNDE1YzQ0ZmI0MDk4ZjIyOTg3OGUzZWE3Yw==,base,,2026-05-31T15:21:15+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
132,MEGA GOBLIN COURT,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJ3bXB0dm5kcmxsend0cGk2ZmVzZDNsZ2c3cTNwN2Nuem5wbTNsNGt3azZncWpmcWVkdHk=,https://zora.co/coin/base:0xbecc9bcdd68a5016f5392973a8e1d849b0c85951,0xbecc9bcdd68a5016f5392973a8e1d849b0c85951,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YmVjYzliY2RkNjhhNTAxNmY1MzkyOTczYThlMWQ4NDliMGM4NTk1MQ==,base,,2026-05-31T13:31:27+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
133,Of Course it’s true,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFld2EycHN1b2NhNXdtdXhvdGI2a2V1NHZjcnF3Zmdra3V2cWg2d2diemdhZWhlZG1peXE=,https://zora.co/coin/base:0x0f8ae7e28cb78ff09a7fb15d3ea63cf5dc082545,0x0f8ae7e28cb78ff09a7fb15d3ea63cf5dc082545,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MGY4YWU3ZTI4Y2I3OGZmMDlhN2ZiMTVkM2VhNjNjZjVkYzA4MjU0NQ==,base,,2026-05-30T22:15:07+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
134,Maxwell’s Demon: Timestamp Goblin of the Base Membrane,"🎮⚡ MAXWELL'S JOYSTICK AGENDA ⚡🎮

The timestamp demon is on the move.

Observe → Record → Hash

No accusations.
No shortcuts.
Just receipts, timestamps, and one very determined arcade goblin chasing agenda packets through the Base Membrane.

🕹️ UP + RIGHT + A

#JSONWisdom #GoblinCourt #Base #OnchainArt #Zora #Receipts #OpenData #MaxwellsJoystickAgenda

Mint:
https://zora.co/create",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWNhdWplc2RxbnJmaDM0NHo2ZWdvMjNtNmtrd2lpYng2Y3VnNmt0b3lrM2psa3FueWoya2E=,https://zora.co/coin/base:0xd43367b3134a6a89e05fbfca1625894ea88e343a,0xd43367b3134a6a89e05fbfca1625894ea88e343a,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZDQzMzY3YjMxMzRhNmE4OWUwNWZiZmNhMTYyNTg5NGVhODhlMzQzYQ==,base,,2026-05-30T11:40:27+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
135,Productivity Goblin,"🐹 Hamster Wheel of Number Go Up

📈 Productivity Goblin

🔥 The Attention Mill

🧌💰 Round After Round

⚙️ Perpetual Content Motion Machine

🤡 The Monetization Treadmill",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVpenB0bmJiZTd4dDdvM3pvdnQ0ZHY2eWV0c2ZvaHUzNm9vN2N1aTZoaGN5dHloN3dkbTQ=,https://zora.co/coin/base:0xf82c64842ac58c347865bdf071313c707182044a,0xf82c64842ac58c347865bdf071313c707182044a,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZjgyYzY0ODQyYWM1OGMzNDc4NjViZGYwNzEzMTNjNzA3MTgyMDQ0YQ==,base,,2026-05-29T17:13:41+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
136,"Goblin: ""Classified.""","CIA Auditor: ""You requested 30 gold bars?""

Goblin: ""No. I need 40.""

Auditor: ""Why?""

Goblin: ""Because 30 wouldn't cover my work-related expenses.""

Auditor: ""What expenses?""

Goblin: ""Classified.""

Approved.

🧌⚖️🤡",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFqaDNrbW1wNXBybHp0dHc3YXg3cm1jNHQ1NmNuZTVvZWJrNXB1ZWxkNDNsdXo3M25qbDQ=,https://zora.co/coin/base:0xba4ed0dfd04d5b53518cfe351c416e48169e1adc,0xba4ed0dfd04d5b53518cfe351c416e48169e1adc,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YmE0ZWQwZGZkMDRkNWI1MzUxOGNmZTM1MWM0MTZlNDgxNjllMWFkYw==,base,,2026-05-29T16:56:03+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
137,🌲 Witness Tree: Perception Without Authority,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWdmdGlkMmpvb3BuZTZjeGcyejdzZnNtY3hsdGhpc3F6dGlqM3J2cDNncnh6bWhzbGFpamk=,https://zora.co/coin/base:0xaba45ad79c5a99943540bd15fa3de76557f049d0,0xaba45ad79c5a99943540bd15fa3de76557f049d0,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YWJhNDVhZDc5YzVhOTk5NDM1NDBiZDE1ZmEzZGU3NjU1N2YwNDlkMA==,base,,2026-05-29T02:23:09+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
138,DIGITAL  ABI DOMAIN,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQ3bW51ZTNncDQyYTdwaTRnbmhobGNnd2M1MnAzam9nY29oM3V6aHZkbXBkM2NnMnFmNnU=,https://zora.co/coin/base:0xb5ad30da707b99597d1beb6b7912fe26acc24d4c,0xb5ad30da707b99597d1beb6b7912fe26acc24d4c,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YjVhZDMwZGE3MDdiOTk1OTdkMWJlYjZiNzkxMmZlMjZhY2MyNGQ0Yw==,base,,2026-05-26T21:41:33+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
